,K1,K2,Grey K1,Req. Dt,Derived From SO NO,Segment,Customer,Gry EDOD,Gry REDOD,Line Creation Dt.,DocNo.,Line No,Sch P/I Dt,Order Qty,Plan I/p Dt,SO No,SO Line no,SubSegment,K3,K4,K5,K6,Shade,Dely Dt1,Dely Dt,Lot Qty,Disp Planned,Bal to exe,Plan Qty,PPC Remark,LabRef.No,Peach Std.,Repeat Cops,Tech Remark,Final Dispo Comment,Marketing Comment,Exec. Closed,LabRef Check,KE Desc,Std Rec Dt,PP Comment,F370R001 Stock,F370B001 Stock,F380B001 Stock,F380B101 Stock,F350B001 Stock,F350B101 Stock,Baddi Stk,F400B001 Stock,F400B101 Stock,F340R001 Stock,Budhni Stk,Pref Factory,YD/PD,Factory,Grey Stock
70,A130D689,HCCW,A130D689HCCW,5/8/2021,,India Buying Houses,TEXPORT OVERSEAS PVT LTD,8/9/2021,8/9/2021,5/8/2021,BLS75_S75-21000218,10,,0,,,,,,,,,,,,0,,120,0,,,,,,,,Unchecked,,,1/1/1900,FOR YARDAGE,46,0,0,0,0,0,46,0,0,0,0,21,PD,,
71,240243,BD,240750BD,11/8/2021,,Brands,Aditya Birla Fashion and Retail Limited,14/11/2021,14/11/2021,11/8/2021,BLS75_S75-21000235,30,15/11/2021,0,,,,PETER ENGLAND,PC-SF,STDAWTD000,,,,,,0,,"35,000","35,000",,,,,OK,,,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"40,973","2,359",-217,"43,114",22,PD,Budhni,70955.63
72,A140E352,HMM,A140E352HMM,20/07/2021,,Brands,INDIAN TERRAIN FASHIONS LTD,4/8/2021,4/8/2021,20/07/2021,BLS75_S75-21000175,10,,0,,,,,,,,,,,,0,,260,0,,,,,,,,Unchecked,,,1/1/1900,FOR YARDAGE,13,0,0,0,0,0,13,0,0,0,0,21,PD,Baddi,13.0
73,A130B557,HMFW2,A130B557HMFW2,24/07/2021,,Direct Exports,"STYLEM TAKISADA-OSAKA CO., LTD",8/8/2021,8/8/2021,24/07/2021,BLS75_S75-21000187,10,,0,,,,,,,,,,,,0,,100,0,,,,,,,,Unchecked,,,1/1/1900,FOR YARDAGE,0,0,46,0,0,0,46,0,0,0,0,21,PD,Baddi,46.0
74,A140C147,HDDR,A140C147HDDR,30/07/2021,,India Buying Houses,M/S RADNIK EXPORTSÂ ,20/08/2021,20/08/2021,30/07/2021,BLS75_S75-21000208,10,,0,,,,,,,,,,,,0,,"1,500",0,,,,,,,,Unchecked,,,1/1/1900,FOR YARDAGE,30,0,0,0,0,0,30,0,0,0,0,21,PD,Baddi,1335.0
75,A130D833,HMC,A130D833HMC,31/07/2021,,Brands,BENETTON INDIA PVT LTD,19/08/2021,19/08/2021,31/07/2021,BLS75_S75-21000215,10,,0,,,,,,,,,,,,0,,320,0,,,,,,,,Unchecked,,,1/1/1900,FOR YARDAGE,0,0,0,0,0,0,0,0,0,0,0,21,PD,,
76,A130D823,HCC,A130D823HCC,20/07/2021,,DE&B,"STYLEM TAKISADA-OSAKA CO., LTD",4/8/2021,22/08/2021,20/07/2021,BLS75_S75-21000178,10,,0,,,,,,,,,,,,0,,200,0,,,,,,,,Unchecked,,,1/1/1900,FOR YARDAGE,57,0,0,0,0,0,57,0,0,0,0,21,PD,Baddi,57.0
77,A140B739,HMO1,A140B739HMO1,6/8/2021,,RMGE,AMAZON ONLINE SALE,19/08/2021,19/08/2021,6/8/2021,BLS75_S75-21000225,10,,0,,,,,,,,,,,,0,,110,0,,,,,,,,Unchecked,,,1/1/1900,FOR YARDAGE,0,0,0,0,0,0,0,0,0,0,0,21,PD,,
78,A140D043,HMCS,A140D043HMCS,30/07/2021,,DE&B,PAGE INDUSTRIES LIMITED,3/9/2021,3/9/2021,31/07/2021,BLS75_S75-21000207,50,,0,,,,,,,,,,,,0,,100,0,,,,,,,,Unchecked,,,1/1/1900,FOR YARDAGE,186,0,0,0,0,0,186,0,0,0,0,21,PD,Baddi,136.0
79,A140A589,HMK1,A140A589HMK1,31/07/2021,,Brands,BENETTON INDIA PVT LTD,20/08/2021,20/08/2021,31/07/2021,BLS75_S75-21000209,20,,0,,,,,,,,,,,,0,,130,0,,,,,,,,Unchecked,,,1/1/1900,FOR YARDAGE,0,0,0,0,0,0,0,0,0,0,0,21,PD,,
80,14000313,BAMMBA,14000313BAMMBA,2/3/2021,,Direct Exports,BRANDIX APPAREL  LTD,15/03/2021,15/03/2021,2/3/2021,BLS75_S75-20000620,10,,0,,,,,,,,,,,,0,,"1,500",0,,,,,,,,Unchecked,,,1/1/1900,FOR YARDAGE,432,0,278,0,"21,965",0,"22,675",0,0,0,0,21,PD,Baddi,22833.29
81,14000059,HMM,14000059HMM,13/08/2021,,RMGE,AQUARELLE INDIA PRIVATE LIMITED,31/08/2021,31/08/2021,16/08/2021,BLS75_S75-21000244,20,,0,,,,,,,,,,,,0,,300,0,,,,,,,,Unchecked,,,1/1/1900,FOR YARDAGE,0,0,0,0,0,0,0,0,0,0,0,21,PD,,
82,A130D343,HMKWS,A130D343HMKWS,31/07/2021,,Brands,BENETTON INDIA PVT LTD,8/9/2021,8/9/2021,31/07/2021,BLS75_S75-21000209,10,,0,,,,,,,,,,,,0,,320,0,,,,,,,,Unchecked,,,1/1/1900,FOR YARDAGE,0,0,0,0,0,0,0,0,0,0,0,21,PD,,
83,A180A265,HDDS,A180A265HDDS,30/07/2021,,DE&B,FARAG CO. CLOTHES MANUFACTURE,22/08/2021,19/08/2021,30/07/2021,BLS75_S75-21000206,10,,0,,,,,,,,,,,,0,,130,0,,,,,,,,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,0,0,0,0,21,PD,,
84,14000313,BAMMBA,14000313BAMMBA,23/02/2021,,Direct Exports,BRANDIX APPAREL  LTD,12/3/2021,12/3/2021,23/02/2021,BLS75_S75-20000595,10,,0,,,,,,,,,,,,0,,"2,700",0,,,,,,,,Unchecked,,,1/1/1900,FOR YARDAGE,432,0,278,0,"21,965",0,"22,675",0,0,0,0,21,PD,Baddi,22833.29
85,13000146,HCC,13000146BACCW,28/11/2020,,Brands,RAHEJA COLLECTION,17/12/2020,12/3/2021,28/11/2020,BLS75_S75-20000375,10,12/3/2021,0,,,,,,,,,,,,0,,100,0,,,,,,,,Unchecked,,,1/1/1900,For yardages,234,0,0,0,0,0,234,0,0,0,0,21,PD,Baddi,234.0
86,A140D660,BAMFBNJ,A140D660BAMFBN,21/08/2021,,DE&B,PVH CORP. LTD,10/10/2021,10/10/2021,21/08/2021,MIE72_E72-21000052,30,1/10/2021,540,,,,PVH (DRESS SHIRT),SPC+8NF,STDAWTD000,SPC+8WT6DZ,,,,,0,,540,540,MIL ORDER,,,,,,,Unchecked,,,1/1/1900,,103,0,0,0,0,0,103,0,0,0,0,21,PD,Baddi,3664.0
87,A150C873,BAMFDW,A150C873BAMFDW2,19/08/2021,,DE&B,HIRDARAMANI INTERNATIONAL EXPORTS(P)LTD,,,19/08/2021,MIE72_E72-21000049,10,,1,,,,MILL NORMS( MILL STD),SPC-7WAB,STDAWTD000,,,,,,0,,1,1,MIL ORDER,,,,,,,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,0,0,0,0,21,PD,,
88,160A63,BAMMZ5J,160A63BAMMBN,14/12/2020,,RMGE,LAGUNA CLOTHING LLP,19/02/2021,19/02/2021,18/02/2021,BLS75_S75-20000423,50,,0,,,,DRESSMAN,ST-8ET2,AS00000000,,,,,,0,,302,0,,,,,,,,Unchecked,,,1/1/1900,,-689,0,339,0,0,0,-350,0,0,0,0,21,PD,Baddi,430.0
89,A132B120,HMK,A132B120HMK,16/06/2021,,RMGE,SHAHI EXPORT PVT LTD (BGLR DIV),19/07/2021,19/07/2021,16/06/2021,BLS75_S75-21000112,10,,0,,,,,,,,,,,,0,,120,0,,,,,,,,Unchecked,,,1/1/1900,FOR YARDAGE,0,0,0,0,0,0,0,0,0,0,0,21,PD,,
90,A240A849,HRRW,A240A849HRRW,24/06/2021,,DE&B,"STYLEM TAKISADA-OSAKA CO., LTD",28/07/2021,28/07/2021,24/06/2021,BLS75_S75-21000126,10,,0,,,,,,,,,,,,0,,150,0,,,,,,,,Unchecked,,,1/1/1900,FOR YARDAGE,0,0,0,0,0,0,0,0,0,0,0,21,PD,,
91,ARTAWTD,BA,A140E055HMD,10/7/2021,,India Buying Houses,RICHA & COMPANY (GURGAON),25/07/2021,25/07/2021,10/7/2021,BLS75_S75-21000155,10,,0,,,,,,,,,,,,0,,"1,600",0,,,,,,,,Unchecked,,,1/1/1900,FOR YARDAGE,90,0,0,0,133,0,223,0,0,0,0,21,PD,Baddi,208.0
92,A120C717,HOKS,A120C717HOKS,10/7/2021,,Brands,INDIAN TERRAIN FASHIONS LTD,26/07/2021,26/07/2021,16/07/2021,BLS75_S75-21000156,20,,0,,,,,,,,,,,,0,,140,0,,,,,,,,Unchecked,,,1/1/1900,FOR YARDAGE,0,0,0,0,0,0,0,0,0,0,0,21,PD,,
93,ARTAWTD,BA,260300BAEEBAO,9/7/2021,,DE&B,"STYLEM TAKISADA-OSAKA CO., LTD",29/09/2021,29/09/2021,9/7/2021,BLS75_S75-21000152,10,,0,,,,,,,,,,,,0,,300,0,,,,,,,,Unchecked,,,1/1/1900,FOR YARDAGE,0,0,0,0,0,0,0,0,0,0,0,21,PD,Baddi,1904.0
94,A160B798,HMF,A160B798HMF,22/07/2021,,DE&B,BANDO ECO APPARELS LIMITED,26/08/2021,23/08/2021,22/07/2021,BLS75_S75-21000181,10,,0,,,,,,,,,,,,0,,240,0,,,,,,,,Unchecked,,,1/1/1900,FOR YARDAGE,0,0,0,0,0,0,0,0,0,0,0,21,PD,,
95,A120C053,HMKST1,A120C053HMKST1,26/07/2021,,RMGE,Ambattur Fashion India Pvt Limited,24/08/2021,24/08/2021,26/07/2021,BLS75_S75-21000189,20,,0,,,,,,,,,,,,0,,350,0,,,,,,,,Unchecked,,,1/1/1900,FOR YARDAGE,14,0,417,0,0,0,431,0,0,0,0,21,PD,Baddi,261.0
96,A120B128,HCKSW,A120B128HCKSW,26/07/2021,,RMGE,Ambattur Fashion India Pvt Limited,24/08/2021,24/08/2021,28/07/2021,BLS75_S75-21000189,40,,0,,,,,,,,,,,,0,,150,0,,,,,,,,Unchecked,,,1/1/1900,FOR YARDAGE,540,0,0,0,0,0,540,0,0,0,0,21,PD,Baddi,200.0
97,A180A370,HMM,A180A370HMM,21/07/2021,,Trial,AURO TEXTILES,5/8/2021,5/8/2021,21/07/2021,BLS75_S75-21000180,10,,0,,,,,,,,,,,,0,,200,0,,,,,,,,Unchecked,,,1/1/1900,FOR PDC,255,0,0,0,0,0,255,0,0,0,0,21,PD,Baddi,255.0
98,ARTAWTD,BA,A1400006BAMC,31/07/2021,,Brands,FAHRENHEIT CLOTHING INDIA PVT LTD,16/08/2021,16/08/2021,31/07/2021,BLS75_S75-21000212,10,,0,,,,,,,,,,,,0,,130,0,,,,,,,,Unchecked,,,1/1/1900,for yardage,0,0,0,0,0,0,0,0,0,0,0,21,PD,,
99,A120D010,HDD,A120D010HDD,6/8/2021,,Brands,BENETTON INDIA PVT LTD,20/08/2021,20/08/2021,6/8/2021,BLS75_S75-21000220,10,,0,,,,,,,,,,,,0,,110,0,,,,,,,,Unchecked,,,1/1/1900,FOR YARDAGE,0,0,0,0,0,0,0,0,0,0,0,21,PD,Baddi,188.0
100,240243,BD,240750BD,11/8/2021,,Brands,Aditya Birla Fashion and Retail Limited,15/10/2021,15/10/2021,11/8/2021,BLS75_S75-21000235,20,16/10/2021,0,,,,PETER ENGLAND,PC-SF,STDAWTD000,,,,,,0,,"26,000","26,000",,,,,OK,,,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"40,973","2,359",-217,"43,114",22,PD,Budhni,70955.63
101,A130D863,HDKW12W,A130D863HDKW12W,19/08/2021,,New Product Development,MAHAVIR SPG MILLS LIMITED,2/9/2021,2/9/2021,19/08/2021,BLS75_S75-21000252,30,,0,,,,,,,,,,,,0,,50,0,,,,,,,,Unchecked,,,1/1/1900,FOR NPD,0,0,0,0,52,0,52,0,0,0,0,21,PD,Baddi,52.0
102,A130D869,HMFW,A130D869HMFW,23/08/2021,,New Product Development,MAHAVIR SPG MILLS LIMITED,8/11/2021,8/11/2021,23/08/2021,BLS75_S75-21000257,20,,0,,,,,,,,,,,,0,,200,0,,,,,,,,Unchecked,,,1/1/1900,NPD PRODUCT,0,0,0,0,0,0,0,0,0,0,0,21,PD,,
103,A150D337,HMCW,A150D337HMCW,26/08/2021,,GAP,GAP INTERNATIONAL,24/09/2021,24/09/2021,26/08/2021,BLS75_S75-21000260,20,,0,,,,,,,,,,,,0,,200,0,,,,,,,,Unchecked,,,1/1/1900,FOR YARDAGE,0,0,0,0,0,0,0,0,0,0,0,21,PD,Baddi,65.0
104,A130C646,HCCS,A130C646HCCS,30/07/2021,,DE&B,PAGE INDUSTRIES LIMITED,3/9/2021,3/9/2021,31/07/2021,BLS75_S75-21000207,60,,0,,,,,,,,,,,,0,,200,0,,,,,,,,Unchecked,,,1/1/1900,FOR YARDAGE,192,0,0,0,0,0,192,0,0,0,0,21,PD,,
105,A140E456,HDD,A140E456HDD,24/07/2021,,DE&B,WINTER QUILTS PVT LTD,8/8/2021,8/8/2021,24/07/2021,BLS75_S75-21000188,10,,0,,,,,,,,,,,,0,,120,0,,,,,,,,Unchecked,,,1/1/1900,FOR YARDAGE,0,0,0,0,0,0,0,0,0,0,0,21,PD,,
106,ARTAWTD,BA,A140E055HMD,31/07/2021,,India Buying Houses,RICHA & COMPANY (GURGAON),20/08/2021,20/08/2021,31/07/2021,BLS75_S75-21000211,10,,0,,,,,,,,,,,,0,,500,0,,,,,,,,Unchecked,,,1/1/1900,FOR YARDAGE,90,0,0,0,133,0,223,0,0,0,0,21,PD,Baddi,208.0
107,A130D840,HMM,A130D840HMM,7/8/2021,,Brands,BENETTON INDIA PVT LTD,20/08/2021,20/08/2021,7/8/2021,BLS75_S75-21000227,10,,0,,,,,,,,,,,,0,,200,0,,,,,,,,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,0,0,0,0,21,PD,,
108,A150D237,HMK,A150D237HMK,11/5/2021,,Hong Kong Territory,THE CHILDRENâ€™S PLACE,22/05/2021,22/05/2021,11/5/2021,BLS75_S75-21000063,10,,0,,,,,,,,,,,,0,,100,0,,,,,,,,Unchecked,,,1/1/1900,FOR YARDAGE--OUR REQUIREMNT ONLY 50M,0,0,0,0,0,0,0,0,0,0,0,21,PD,,
109,A150C873,BAMFZW,A150C873BAMFZW,26/04/2021,,Direct Exports,PVH HONG KONG SOURCING SERVICES LTD,26/04/2021,26/04/2021,26/04/2021,BLS75_S75-21000034,10,,0,,,,,,,,,,,,0,,300,0,,,,,,,,Unchecked,,,1/1/1900,bulk greige used in yardage--LINE GIVEN FOR BULK G,-50,0,189,0,0,0,139,0,0,0,0,21,PD,Baddi,302.0
110,ARTAWTD,BA,140I21HOOQT,5/6/2021,,Trial,AURO TEXTILES,2/8/2021,2/8/2021,5/6/2021,BLS75_S75-21000098,30,,0,,,,,,,,,,,,0,,300,0,,,,,,,,Unchecked,,,1/1/1900,FOR CPDC,0,0,0,0,0,0,0,0,0,0,0,21,PD,,
111,A130D700,HDCWT,A130D700HDCWT,13/07/2021,,DE&B,UNIQLO CO. LTD,18/08/2021,18/08/2021,13/07/2021,BLS75_S75-21000160,10,,0,,,,,,,,,,,,0,,220,0,,,,,,,,Unchecked,,,1/1/1900,FOR YARDAGE,0,0,0,0,0,0,0,0,0,0,0,21,PD,,
112,A150C967,HCCSW,A150C967HCCSW,8/5/2021,,Brands,MOHAN CLOTHING CO PVT LTD,9/6/2021,9/6/2021,8/5/2021,BLS75_S75-21000058,10,,0,,,,,,,,,,,,0,,160,0,,,,,,,,Unchecked,,,1/1/1900,SAMPLE YARDAGES--BI STERTCH QLTY SO PLAN 160M GREI,0,0,22,0,0,0,22,0,0,0,0,21,PD,Baddi,22.0
113,A2C0A070,HMMO,A2C0A070HMMO,16/07/2021,,DE&B,"STYLEM TAKISADA-OSAKA CO., LTD",18/08/2021,22/08/2021,16/07/2021,BLS75_S75-21000168,10,,0,,,,,,,,,,,,0,,130,0,,,,,,,,Unchecked,,,1/1/1900,FOR YARDAGE,0,0,0,0,0,0,0,0,0,0,0,21,PD,,
114,A130D799,HCCS,A130D799HCCS,3/7/2021,,Hong Kong Territory,BEST UNITED INDIA COMFORTS,7/8/2021,7/8/2021,3/7/2021,BLS75_S75-21000145,10,,0,,,,,,,,,,,,0,,150,0,,,,,,,,Unchecked,,,1/1/1900,FOR YARDAGE,0,0,0,0,0,0,0,0,0,0,0,21,PD,,
115,A132A928,HDD,A132A928HDD,20/07/2021,,DE&B,BANDO ECO APPARELS LIMITED,3/8/2021,3/8/2021,20/07/2021,BLS75_S75-21000176,10,,0,,,,,,,,,,,,0,,400,0,,,,,,,,Unchecked,,,1/1/1900,for yardage,36,0,0,0,0,0,36,0,0,0,0,21,PD,Baddi,36.0
116,14000313,BAMMBA,14000313BAMMBA,9/4/2021,,DE&B,BRANDIX APPAREL  LTD,23/04/2021,23/04/2021,9/4/2021,BLS75_S75-21000012,10,,0,,,,,,,,,,,,0,,"2,300",0,,,,,,,,Unchecked,,,1/1/1900,FOR YARDAGE,432,0,278,0,"21,965",0,"22,675",0,0,0,0,21,PD,Baddi,22833.29
117,A235A019,HMM,A235A019HMM,5/5/2021,,DE&B,"STYLEM TAKISADA-OSAKA CO., LTD",22/05/2021,22/05/2021,5/5/2021,BLS75_S75-21000051,30,,0,,,,,,,,,,,,0,,120,0,,,,,,,,Unchecked,,,1/1/1900,FOR YARDAGE,84,0,0,0,0,0,84,0,0,0,0,21,PD,Baddi,84.0
118,A130D862,HDKW12W,A130D862HDKW12W,19/08/2021,,New Product Development,MAHAVIR SPG MILLS LIMITED,31/08/2021,31/08/2021,19/08/2021,BLS75_S75-21000252,40,,0,,,,,,,,,,,,0,,50,0,,,,,,,,Unchecked,,,1/1/1900,FOR NPD,0,0,0,0,53,0,53,0,0,0,0,21,PD,Baddi,53.0
119,A1300198,BADK,A1300198BADKD,20/08/2021,,Distributor,KYAL FABRICS PRIVATE LIMITED,16/10/2021,8/10/2021,20/08/2021,BLS75_S75-21000255,1,9/10/2021,0,,,,WEST,ST-PF,STDAWTD000,,,,,,0,,"35,650","35,650",Order To Punch,,,,,,ESC(293-24/Aug),Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,0,0,0,0,21,PD,Baddi,28862.0
120,13000426,BDDDVJ,13000424BDDDVJ,16/08/2021,M75_M75-21000100/10,DE&B,TARGET USA,29/09/2021,29/09/2021,16/08/2021,BLM75_M75-21000100,10,14/10/2021,0,,,,TARGET,CT-PF,STDAWTD000,,,,,,0,,"30,911","30,911",,,,,OK,,,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"57,548",0,-441,"57,106",22,PD,Budhni,213835.5
121,A132A153,BDDKWVA4J,A132A153BDDKDWVA4J,16/08/2021,,DE&B,TARGET USA,16/10/2021,16/10/2021,16/08/2021,BLM75_M75-21000102,40,16/10/2021,0,,,,TARGET,ST-PF,STDAWTD000,,,,,,0,,"91,440","91,440",,,,,OK,,,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"57,412",0,384,"57,796",22,PD,Budhni,89451.57
122,A132A153,BDDKWVA4J,A132A153BDDKDWVA4J,16/08/2021,,DE&B,TARGET USA,23/10/2021,23/10/2021,16/08/2021,BLM75_M75-21000102,50,24/10/2021,0,,,,TARGET,ST-PF,STDAWTD000,,,,,,0,,"59,436","59,436",,,,,OK,,,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"57,412",0,384,"57,796",22,PD,Budhni,89451.57
123,13000129,BDDDJ,13000129BDDD,5/6/2021,,RMGE,SHAHI EXPORT PVT LTD (BGLR DIV),1/1/3000,1/1/3000,5/6/2021,BLM75_M75-21000077,10,1/1/3000,0,,,,VF(Vans),CT-SF,RPT0000000,,,,,,0,,"2,212","2,212",,,,,OK,,,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"5,452",0,0,"5,452",22,PD,Budhni,5452.44
124,13000426,BDDDVJ,13000424BDDDVJ,16/08/2021,,DE&B,TARGET USA,20/10/2021,20/10/2021,16/08/2021,BLM75_M75-21000100,50,21/10/2021,0,,,,TARGET,CT-PF,STDAWTD000,,,,,,0,,"182,880","182,880",,,,,OK,,,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"57,548",0,-441,"57,106",22,PD,Budhni,213835.5
125,13000426,BDDDVJ,13000424BDDDVJ,16/08/2021,,DE&B,TARGET USA,13/10/2021,13/10/2021,16/08/2021,BLM75_M75-21000100,40,15/10/2021,0,,,,TARGET,CT-PF,STDAWTD000,,,,,,0,,"182,880","182,880",,,,,OK,,,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"57,548",0,-441,"57,106",22,PD,Budhni,213835.5
126,13000426,BDDDVJ,13000424BDDDVJ,16/08/2021,,DE&B,TARGET USA,6/10/2021,6/10/2021,16/08/2021,BLM75_M75-21000100,30,5/10/2021,0,,,,TARGET,CT-PF,STDAWTD000,,,,,,0,,"91,440","91,440",,,,,OK,,,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"57,548",0,-441,"57,106",22,PD,Budhni,213835.5
127,A120C968,HCCW,A120C968HCCW,9/7/2021,,DE&B,"STYLEM TAKISADA-OSAKA CO., LTD",9/8/2021,9/8/2021,10/7/2021,BLS75_S75-21000152,30,,0,,,,,,,,,,,,0,,100,0,,,,,,,,Unchecked,,,1/1/1900,FOR YARDAGE,0,0,0,0,0,0,0,0,0,0,0,21,PD,,
128,A130D700,HDCWT,A130D700HDCWT,3/7/2021,,DE&B,UNIQLO CO. LTD,30/07/2021,23/07/2021,3/7/2021,BLS75_S75-21000144,10,,0,,,,,,,,,,,,0,,130,0,,,,,,,,Unchecked,,,1/1/1900,FOR YARDAGE,0,0,0,0,0,0,0,0,0,0,0,21,PD,,
129,A150C944,BAMCO,A150C944BAMCO,30/01/2021,,GAP,GAP INTERNATIONAL,1/2/2021,1/2/2021,30/01/2021,BLS75_S75-20000531,10,1/2/2021,0,,,,,,,,,,,,0,,300,0,,,,,,,,Unchecked,,,1/1/1900,FOR YARDAGE,120,0,0,0,0,0,120,0,0,0,0,21,PD,Baddi,107.0
130,A140C823,HKKS,A140C823HKKS,26/07/2021,,Large Format Retailers,RELIANCE TRENDS,,,26/07/2021,BLS75_S75-21000191,10,,0,,,,,,,,,,,,0,,120,0,,,,,,,,Unchecked,,,1/1/1900,FOR YARDAGE,27,0,0,0,0,0,27,0,0,0,0,21,PD,Baddi,27.0
131,132340,BD,132340BDDKD,27/08/2021,S75_S75-21000198/20,Brands,BENETTON INDIA PVT LTD,27/09/2021,27/09/2021,27/08/2021,BLS75_S75-21000198,20,1/10/2021,0,,,,Benetton,ST-PF,BRKUPAWTD0,,,,,,0,,"2,486","2,486",,,,,OK,,,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"11,185","1,936",-445,"12,676",22,PD,Baddi,306.83
132,132340,BD,132340BDDKD,27/08/2021,S75_S75-21000198/20,Brands,BENETTON INDIA PVT LTD,27/09/2021,27/09/2021,27/08/2021,BLS75_S75-21000198,20,1/10/2021,0,,,,Benetton,ST-PF,BRKUPAWTD0,,,,,,0,,"2,486","2,486",,,,,OK,,,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"11,185","1,936",-445,"12,676",22,PD,Budhni,30520.87
133,A130C646,HCCS,A130C646HCCS,30/07/2021,,DE&B,PAGE INDUSTRIES LIMITED,3/9/2021,3/9/2021,30/07/2021,BLS75_S75-21000207,30,,0,,,,,,,,,,,,0,,220,0,,,,,,,,Unchecked,,,1/1/1900,FOR YARDAGE,192,0,0,0,0,0,192,0,0,0,0,21,PD,,
134,A120B128,HCKSW,A120B128HCKSW,26/07/2021,,RMGE,Ambattur Fashion India Pvt Limited,24/08/2021,24/08/2021,26/07/2021,BLS75_S75-21000189,10,,0,,,,,,,,,,,,0,,400,0,,,,,,,,Unchecked,,,1/1/1900,FOR YARDAGE,540,0,0,0,0,0,540,0,0,0,0,21,PD,Baddi,200.0
135,ARTAWTD,BA,A150C974BAMM,26/07/2021,,RMGE,SHAHI EXPORT PVT LTD (BGLR DIV),4/9/2021,4/9/2021,26/07/2021,BLS75_S75-21000190,10,,0,,,,,,,,,,,,0,,370,0,,,,,,,,Unchecked,,,1/1/1900,FOR YARDAGE,0,0,0,0,"13,949",0,"13,949",0,0,0,0,21,PD,Baddi,3804.0
136,18000020,HMM,18000020HMM,28/07/2021,,India Buying Houses,RICHA GLOBAL EXPORTS P. LTD,8/8/2021,8/8/2021,28/07/2021,BLS75_S75-21000193,10,,0,,,,,,,,,,,,0,,140,0,,,,,,,,Unchecked,,,1/1/1900,,83,0,0,0,0,0,83,0,0,0,0,21,PD,Baddi,83.0
137,ARTAWTD,BA,A130D410BACCWO4,2/6/2021,,Brands,EICHER MOTORS LIMITED,8/7/2021,8/7/2021,2/6/2021,BLS75_S75-21000092,10,,0,,,,,,,,,,,,0,,200,0,,,,,,,,Unchecked,,,1/1/1900,FOR YARDAGE,193,0,0,0,0,0,193,0,0,0,0,21,PD,Baddi,193.0
138,A130D812,HKF,A130D812HKF,14/07/2021,,New Product Development,NEW PRODUCT DEVELOPMENT,16/08/2021,16/08/2021,14/07/2021,BLS75_S75-21000165,10,,0,,,,,,,,,,,,0,,200,0,,,,,,,,Unchecked,,,1/1/1900,FOR YARDAGE,66,0,0,0,0,0,66,0,0,0,0,21,PD,,
139,A150D289,HMCW,A150D289HMCW,19/07/2021,,RMGE,AQUARELLE INDIA PRIVATE LIMITED,3/8/2021,3/8/2021,19/07/2021,BLS75_S75-21000174,10,,0,,,,,,,,,,,,0,,300,0,,,,,,,,Unchecked,,,1/1/1900,FOR YARDAGE,0,0,0,0,0,0,0,0,0,0,0,21,PD,,
140,A140D043,HMCS,A140D043HMCS,30/07/2021,,DE&B,PAGE INDUSTRIES LIMITED,3/9/2021,3/9/2021,30/07/2021,BLS75_S75-21000207,20,,0,,,,,,,,,,,,0,,300,0,,,,,,,,Unchecked,,,1/1/1900,FOR YARDAGE,186,0,0,0,0,0,186,0,0,0,0,21,PD,Baddi,136.0
141,A120C088,HCK,A120C088HCK,26/06/2021,,Trial,MYNTRA DESIGNS PVT LTD,8/8/2021,8/8/2021,26/06/2021,BLS75_S75-21000132,10,,0,,,,,,,,,,,,0,,100,0,,,,,,,,Unchecked,,,1/1/1900,FOR LAB DIP,46,0,0,0,0,0,46,0,0,0,0,21,PD,Baddi,46.0
142,A150C974,HMM,A150C974HMM,20/07/2021,,RMGE,CELEBRITY FASHIONS LTD,21/08/2021,21/08/2021,20/07/2021,BLS75_S75-21000177,10,,0,,,,,,,,,,,,0,,150,0,,,,,,,,Unchecked,,,1/1/1900,for yardage,164,0,0,0,0,0,164,0,0,0,0,21,PD,Baddi,164.0
143,A240A848,HRKW,A240A848HRCW,22/06/2021,,Direct Exports,"STYLEM TAKISADA-OSAKA CO., LTD",18/07/2021,18/07/2021,22/06/2021,BLS75_S75-21000121,10,,0,,,,,,,,,,,,0,,150,0,,,,,,,,Unchecked,,,1/1/1900,FPR YARDAGE,0,0,0,0,0,0,0,0,0,0,0,21,PD,,
144,A124A588,HCKS,A124A588HCKS,10/7/2021,,Brands,RAYMOND APPARELS LIMITED,9/8/2021,20/08/2021,10/7/2021,BLS75_S75-21000157,20,,0,,,,,,,,,,,,0,,120,0,,,,,,,,Unchecked,,,1/1/1900,FOR YARDAGE,0,0,0,0,0,0,0,0,0,0,0,21,PD,,
