,K1,K2,Grey K1,Req. Dt,Derived From SO NO,Segment,Customer,Gry EDOD,Gry REDOD,Line Creation Dt.,DocNo.,Line No,Sch P/I Dt,Order Qty,Plan I/p Dt,SO No,SO Line no,SubSegment,K3,K4,K5,K6,Shade,Dely Dt1,Dely Dt,Lot Qty,Disp Planned,Bal to exe,Plan Qty,PPC Remark,LabRef.No,Peach Std.,Repeat Cops,Tech Remark,Final Dispo Comment,Marketing Comment,Exec. Closed,LabRef Check,KE Desc,Std Rec Dt,PP Comment,F370R001 Stock,F370B001 Stock,F380B001 Stock,F380B101 Stock,F350B001 Stock,F350B101 Stock,Baddi Stk,F400B001 Stock,F400B101 Stock,F340R001 Stock,Budhni Stk,Pref Factory,YD/PD,Factory,Grey Stock
470,28000013,BAMMB1NJ,28000013BAMMBN2,23/10/2020,S75_S75-20000307/10,RMGE,LAGUNA CLOTHING LLP,12/12/2020,12/12/2020,23/10/2020,BLS75_S75-20000307,10,1/1/3000,0,1/1/3000,,,DRESSMAN,CT-8WF,RPT0000000,,,,,,0,,"3,329","3,329",Order To Punch,,,,,,", Spill over Dec 20, Spill over Jan 21",Unchecked,,,1/1/1900,,0,0,0,0,"6,375",0,"6,375",0,0,0,0,21,FB,Baddi,6375.0
471,A132A406,BDDK,A132A406BDDKD,5/1/2021,S75_S75-20000458/10,Brands,Aditya Birla Fashion and Retail Limited,28/02/2021,1/1/3000,5/1/2021,BLS75_S75-20000458,10,1/1/3000,0,1/1/3000,,,ALLEN SOLLY,ST-PF,BRKUPAWTD0,,,,,,0,,"1,967","1,967",brkup shade awtd/HF awtd,,,,OK,,"Spill over Feb 21, Spill over Mar 21, Spill over Apr 21",Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"26,229",0,3,"26,232",22,PD,Baddi,2226.97
472,A132A406,BDDK,A132A406BDDKD,5/1/2021,S75_S75-20000458/10,Brands,Aditya Birla Fashion and Retail Limited,28/02/2021,1/1/3000,5/1/2021,BLS75_S75-20000458,10,1/1/3000,0,1/1/3000,,,ALLEN SOLLY,ST-PF,BRKUPAWTD0,,,,,,0,,"1,967","1,967",brkup shade awtd/HF awtd,,,,OK,,"Spill over Feb 21, Spill over Mar 21, Spill over Apr 21",Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"26,229",0,3,"26,232",22,PD,Budhni,14933.15
473,14226,BD,14226BD,8/12/2020,S75_S75-20000404/20,Brands,Aditya Birla Fashion and Retail Limited,27/01/2021,1/1/3000,8/12/2020,BLS75_S75-20000404,20,1/1/3000,0,1/1/3000,,,PETER ENGLAND,PC-SF,STDAWTD000,,,,,,0,,"12,500","12,500",LD std awtd/HF awtd,,,,OK,,,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"17,496",0,0,"17,495",22,PD,Budhni,17495.54
474,14226,BD,14226BD,24/03/2021,,Brands,Aditya Birla Fashion and Retail Limited,29/05/2021,1/1/3000,24/03/2021,BLS75_S75-20000674,30,1/1/3000,0,1/1/3000,,,PETER ENGLAND,PC-SF,BRKUPAWTD0,,,,,,0,,"3,000","3,000",Shade brkup awtd/HF MS,,,,OK,,,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"17,496",0,0,"17,495",22,PD,Budhni,17495.54
475,A132A406,BDDK,A132A406BDDKD,7/1/2021,S75_S75-20000458/20,Brands,Aditya Birla Fashion and Retail Limited,28/02/2021,1/1/3000,7/1/2021,BLS75_S75-20000458,20,1/1/3000,0,1/1/3000,,,ALLEN SOLLY,ST-PF,BRKUPAWTD0,,,,,,0,,"19,790","19,790",brkup shade awtd/Peach & HF awtd,,,,OK,,"Spill over Feb 21, Spill over Apr 21",Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"26,229",0,3,"26,232",22,PD,Baddi,2226.97
476,A132A406,BDDK,A132A406BDDKD,7/1/2021,S75_S75-20000458/20,Brands,Aditya Birla Fashion and Retail Limited,28/02/2021,1/1/3000,7/1/2021,BLS75_S75-20000458,20,1/1/3000,0,1/1/3000,,,ALLEN SOLLY,ST-PF,BRKUPAWTD0,,,,,,0,,"19,790","19,790",brkup shade awtd/Peach & HF awtd,,,,OK,,"Spill over Feb 21, Spill over Apr 21",Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"26,229",0,3,"26,232",22,PD,Budhni,14933.15
477,A150B065,BAMKS,A150B065BAMKS,12/4/2018,,Distributor,DESIGNERS POINT INDIA (PVT.) LTD.,5/6/2018,1/1/3000,12/4/2018,BLS81_S81-18000260,10,1/1/3000,392,1/1/3000,S81_S81-18000260,10,NORTH,ST-PF,STDAWTD000,,,AWAITED,1/1/3000,392-01/01/3000,0,,392,391,"HOLD Covid2 21/04,,Ld app awtd",,S81-17002847,S81-17002847,,,"Spill over July 18 , postpone to Sept from July, Spill over Sept 18, Spill over Oct 18, Spill over Nov 18 - 5K in Dec and 5K in Jan, Spill over Dec 18, Spill over Jan 19, Swapped with S81-18005152, Spill over March 19, Spill over Jun 19, Spill over Jul 19, Spill over Sep 19, Oct Dyed/FB booked, Spill over Nov 19(25/11), Spill over Jan 20",Unchecked,,,1/1/1900,,247,0,0,0,475,0,722,0,0,0,0,21,PD,Baddi,722.0
478,16000256,BAMMA,16000256BAMM,18/12/2019,,Distributor,M BEST CREATION,24/02/2020,1/1/3000,18/12/2019,BLS81_S81-19004671,1,1/1/3000,800,1/1/3000,S81_S81-19004671,1,NORTH,CT-SF,5000061294,,,MAROON,1/1/3000,800-01/01/3000,0,,800,800,"Hold for corona,LD std awtd",DD CTG PP,,as per ctg,,,"16MC yarn, , Spill over Feb 20",Unchecked,DD CTG PP,,1/1/1900,,0,0,0,0,0,0,0,0,0,0,0,21,PD,,
479,A250A163,BDMK,A250A163BDMKD,22/02/2020,,Brands,Aditya Birla Fashion and Retail Limited,21/01/2021,1/1/3000,20/01/2021,BLS81_S81-19005746,40,1/1/3000,285,1/1/3000,S81_S81-19005746,40,LOUIS PHILIPPE,ST-SF,STDAWTD000,,,awtd,1/1/3000,285-01/01/3000,0,,285,285,LD std awtd  *  H/F mill std,,,,"OK,PL MAKE F0Q PO",,"Spill over Jan 21, Spill over Feb 21,Old Stock(Feb)",Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"2,147",0,0,"2,147",22,PD,Budhni,2147.48
480,A140C939,BDMD,A140C939BDMD,20/08/2020,,Distributor,VIJAY TEXTILE AGENCY,14/10/2020,1/1/3000,20/08/2020,BLS81_S81-20000770,1,1/1/3000,100,1/1/3000,S81_S81-20000770,1,NORTH,CT-SF,STDAWTD000,,,,1/1/3000,100-01/01/3000,0,,100,100,LD std awt/HF ok,,,-,OK,,"Spill over Oct 20, , Spill over Nov 20, Spill over Dec 20, Spill over Mar 21, Spill over Apr 21",Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"31,764",95,0,"31,859",22,PD,Budhni,69488.77
481,132340,BA,132340BDDK,28/11/2020,,Brands,Shoppers Stop Ltd,15/01/2021,1/1/3000,23/12/2020,BLS81_S81-20002281,170,1/1/3000,900,1/1/3000,S81_S81-20002281,170,SHOPPER STOP,ST+NF,STDAWTD000,ST+SF,,awtd,,,0,,900,900,Ld std awtd,,,,,,"Spill over Jan 21, Spill over Feb 21,Old Stock(Feb), Spill over Mar 21",Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,524,0,-808,-284,21,PD,Baddi,3179.41
482,132340,BA,132340BDDK,28/11/2020,,Brands,Shoppers Stop Ltd,15/01/2021,1/1/3000,23/12/2020,BLS81_S81-20002281,170,1/1/3000,900,1/1/3000,S81_S81-20002281,170,SHOPPER STOP,ST+NF,STDAWTD000,ST+SF,,awtd,,,0,,900,900,Ld std awtd,,,,,,"Spill over Jan 21, Spill over Feb 21,Old Stock(Feb), Spill over Mar 21",Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,524,0,-808,-284,21,PD,Budhni,524.32
483,A240A436,BAMKW,A240A436BAMKW,19/01/2021,,Brands,Aditya Birla Fashion and Retail Limited,4/7/2021,1/1/3000,20/04/2021,BLS81_S81-20003218,60,1/1/3000,400,1/1/3000,S81_S81-20003218,60,ALLEN SOLLY,ST-PF,6000193451,,,F1ASWB038,1/1/3000,400-01/01/3000,0,,400,400,"HOLD Covid2 21/04,repeat mail done on 21/04,",,S81-19005297,S81-19005297,,,,Unchecked,,,1/1/1900,,0,0,0,0,"14,892",0,"14,892",0,0,0,0,21,PD,Baddi,14892.0
484,A260A170,BDMK,A260A170BDMKD,25/08/2018,S75_S75-18000227/20,Brands,Aditya Birla Fashion and Retail Limited,25/10/2018,1/1/3000,25/08/2018,BLS75_S75-18000227,20,1/1/3000,0,22/11/3000,,,ALLEN SOLLY,ST-PF,RPT0000000,,,,,,0,,"6,499","6,499",m,,,,ok,,"Spill over Nov 18  ,  10K in Dec and 5K in Jan, Spill over Dec 18, spill over Jan 19, spill over Feb 19, Swapped with 14005, Spill over Dec 19(Rqd in March)",Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"12,700",0,0,"12,700",22,PD,Budhni,12700.4
